HS076,904133587301587291874287591960811631898537476986
HS077,718719459047619737252733258508164267866253381
HS078,9082522088888885924287972269096117142397944795036
HS079,950810617142857196249034805368211494885963039228
HS080,872700635238095389046021711698417695479514003413
HS081,861546461111111880769163651126718300823748024587
HS082,7809892712698414798795308131591416771911773690583
HS083,84692774920634938641117977355417147182453690156
HS084,865514571587301688145894792071091668963847407612
HS085,8666001722222225880130993749557615373583727614895
HS086,8492843066666669867640470271393317752789105513468
HS087,904471966984127919448337225049716527463739416653
HS088,9033977552380952919406288445974717082277091996154
HS089,939774206349206294950699625335821356022751092109
HS090,715202761587301773346743308033711626637181652877
HS091,8829988606349208899445917826466117121907373924856
HS092,9115057030158728923612311873712514905386950442745
HS093,8473705533333333864056776854572916898893150698832
HS094,9241916930158729933729631528124313311926740371167
HS095,911147140634920792523911651029441608673703196463
HS096,9314606480952378941670298681261513828959638546731
HS097,86741214428571458846847326409359173963352789095
HS098,875304842857142789257383629019117472688774376113
HS099,8186382096825395834953907737222816425440540035765
HS100,9348786869841268945638371507253314224545788785285
